


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,6:05:29 PM,,138,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:05:56 PM,,139,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:05:59 PM,,140,41,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:06:04 PM,,141,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:06:05 PM,,142,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:06:07 PM,,143,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:07:18 PM,,144,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:07:23 PM,,145,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:07:27 PM,,146,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:07:58 PM,,147,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:08:04 PM,,148,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:08:04 PM,,149,32,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:08:44 PM,,150,55,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:08:56 PM,,151,37,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:10:54 PM,,152,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:11:28 PM,,153,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:11:54 PM,,154,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:11:57 PM,,155,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:11:57 PM,,156,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:12:26 PM,,157,36,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:12:38 PM,,158,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:12:51 PM,,159,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:13:34 PM,,160,31,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:14:23 PM,,161,37,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:14:30 PM,,162,45,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:14:48 PM,,163,45,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:15:45 PM,,164,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:15:46 PM,,165,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:15:48 PM,,166,49,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:17:38 PM,,167,45,MPH,,,,Temp Temp,Football,In-game speed,NO
