

	
Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,18:52:18,,114,60,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:52:26,,115,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:52:29,,116,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:52:30,,117,67,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:52:37,,118,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:53:20,,119,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:53:21,,120,27,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:53:23,,121,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:53:24,,122,29,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:53:28,,123,27,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:55:02,,124,36,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:55:08,,125,30,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:55:11,,126,36,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:55:46,,127,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:56:54,,128,27,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:57:25,,129,25,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:57:50,,130,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:57:54,,131,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:57:56,,132,33,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:58:04,,133,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:58:06,,134,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:58:24,,135,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:58:46,,136,34,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:58:52,,137,38,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:59:03,,138,27,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:59:14,,139,35,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:59:22,,140,34,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,18:59:39,,141,33,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:12,,142,36,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:16,,143,27,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:17,,144,35,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:23,,145,37,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:26,,146,28,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:36,,147,35,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:41,,148,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:46,,149,41,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:01:52,,150,26,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
8/2/2025,19:02:00,,151,25,MPH,,,,Temp2 Temp2,Football,In-game speed,NO
